Client facturé - Numéro du client,Client facturé - Nom,Client facturé - Adresse 1,Client facturé - Ville,Client facturé - Code postal,Client facturé - Téléphone,Client livré à - Numéro du client,Client livré à - Nom,Client livré à - Adresse 1,Client livré à - Ville,Client livré à - Code postal,Client livré à - Téléphone,Numéro de taxe fédérale,Numéro de taxe provinciale,Numéro du vendeur,Mode de transport,Remarque,Sous-total sans taxe,Taxe fédérale,Taxe provinciale,Sous-total avec taxe ajoutée,Solde de la facture,Total à payer (avec taxes et escompte),Sous-total avec escompte,Numéro de la facture,Date de la facture,Note de crédit (T/F),Montant total d'escompte,Numéro de commande,Numéro de commande client,Montant fixe d'escompte général,Pourcentage d'escompte général,Niveau de taxe provinciale,Taux 1 de taxe provinciale,Numéro de G/L taxe provinciale taux 1,Montant d'encaissement comptant,Date d'encaissement comptant,Montant d'encaissement par carte,Date d'encaissement par carte,Nom de la carte de crédit,Numéro de carte,Date d'expiration de la carte,Numéro d'autorisation de la carte,Montant d'encaissement autre,Date d'encaissement autre,Mode de paiement autre,Détails supplémentaires enc. autre,Taux 1 de taxe fédérale,Taux 2 de taxe fédérale,Montant d'encaissement crédit flottant,Date d'encaissement crédit flottant,Montant de taxe fédérale incluse,Montant de taxe provinciale incluse,Facture imprimée (T/F),Taxe fédérale avant provinciale (O/N),Taxe fédérale après provinciale (O/N),Taxe provinciale après escompte (O/N),Montant fixe de taxe fédérale,Numéro de G/L taxe provinciale taux 2,Taux 2 de taxe provinciale,Montant de taxe provinciale taux 2,Montant de taxe provinciale incluse taux 2,Pourcentage de retenue,Taxe provinciale sur retenues taux 1,Taxe provinciale sur retenues taux 2,Taxe fédérale sur retenues,Numéro de projet,Montant de retenue sans taxe,Montant total de la retenue,Code d'identification,Montant de transport,Numéro de G/L transport,Date de vente ou d'échéance,Code de taxe prov. pour transport (0-2),Code de taxe féd. pour transport (0-3),Taxe prov. incluse pour transport (T/F),Taxe féd. incluse pour transport (T/F),Remboursement taxe fédérale,Remboursement taxe provinciale niveau 1,Remboursement taxe provinciale niveau 2,Montant de dépôt,Station,No du cpte ouvert original,Conditions de paiement,Devise étrangère,Numéro de référence EDI,Encaissements par DPA (T/F),Montant encaissé par DPA,Client facturé - Adresse 2,Client facturé - Code de province,Client facturé - Code de pays,Client livré à - Adresse 2,Client livré à - Code de province,Client livré à - Code de pays,Description autres frais,Numéro de grand livre autres frais,Pourcentage autres frais,Code taxe provinciale,Code taxe fédérale,Taxe incluse provinciale,Taxe incluse fédérale,Montant autres frais,Client facturé - Description autre province,Client livré à - Description autre province,Montant d'encaissement par chèque,Montant d'encaissement par carte de débit,Numéro de chèque du client,Date d'encaissement par chèque,Date d'encaissement par carte de débit,Montant de l'arrondissement,Usage interne,Usage interne,Usage interne,FFDEJA,FFGL1,FFGL2,FFGL3,FFGL4,FFDEBGL,FFCHQGL,HASDOC,FFACTID,HASCOLI,CRYPTED
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,844.80,42.24,84.27,971.31,971.31,971.31,844.80,003697,2019/05/22,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/05/22,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00331,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,682.97,34.15,68.13,785.25,785.25,785.25,682.97,003699,2019/05/22,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/05/22,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00300,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
DEP-POTVIN,DEPANNEUR POTVIN BILODEAU (9351-8686 QC INC.),"655, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,428.43,21.42,42.74,492.59,492.59,492.59,428.43,003700,2019/05/23,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,,0.00,0.00,,0.00,31900,2019/05/23,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
UNIVER-T-R,UNIVERSITÉ DU QUÉBEC À TROIS-RIVIÈRES,C.P. 500,Trois-Rivières,G9A 5H7,819-376-5011,,M E M E,,,,,,,,,,5326.42,266.32,531.31,6124.05,5511.65,6124.05,5326.42,003701,2019/05/28,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,53.13,0.00,26.63,0000018012,532.64,612.40,,0.00,31900,2019/05/28,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BNC-------,BANQUE NATIONALE,"700, de la Gauchetières Ouest, 5e étage",Montréal,H3B 3B5,,,M E M E,,,,,,,,,,30155.25,1507.76,3007.99,34671.00,31203.89,34671.00,30155.25,003702,2019/05/29,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,300.80,0.00,150.78,0000018036,3015.53,3467.11,,0.00,31900,2019/05/29,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
A-LA-FUT--,BRASSERIE A LA FUT,"670, rue Notre-Dame",St-Tite,G0X 3H0,418-365-4370,,M E M E,,,,,,,,,,16668.00,833.40,1662.63,19164.03,19164.03,19164.03,16668.00,003703,2019/05/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019020,0.00,0.00,,0.00,31900,2019/05/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BNC-------,BANQUE NATIONALE,"700, de la Gauchetières Ouest, 5e étage",Montréal,H3B 3B5,,,M E M E,,,,,,,,,,160310.70,8015.54,15990.99,184317.23,165885.51,184317.23,160310.70,003707,2019/05/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,1599.10,0.00,801.55,0000019018,16031.07,18431.72,,0.00,31900,2019/05/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
VILLE-ST-T,VILLE DE ST-TITE,"540, rue Notre-Dame",St-Tite (Québec),G0X 3H0,,,M E M E,,,,,,,,,,410988.05,20549.40,40996.06,472533.51,425280.15,472533.51,410988.05,003708,2019/05/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,4099.61,0.00,2054.94,0000019008,41098.81,47253.36,,0.00,31900,2019/05/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
COMM-SCOL.,COMMISSION SCOLAIRE DE L'ENERGIE,"2072, rue Gignac",Shawinigan (Québec),G9N 6V7,,,M E M E,,,,,,,,,,43815.76,2190.79,4370.62,50377.17,45339.45,50377.17,43815.76,003704,2019/05/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,437.06,0.00,219.08,0000019006,4381.58,5037.72,,0.00,31900,2019/05/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
OFFICE-T-R,OFFICE MUN. D'HABITATION TROIS-RIVIERES,"660, rue Hertel",Trois-Rivières,G9A 1G8,819-378-5438,,M E M E,,,,,,,,,,233859.24,11692.96,23327.46,268879.66,268879.66,268879.66,233859.24,003705,2019/05/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000018022,0.00,0.00,,0.00,31900,2019/05/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,7250.56,362.53,723.24,8336.33,8336.33,8336.33,7250.56,003706,2019/06/10,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/06/10,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00344,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BNC-------,BANQUE NATIONALE,"700, de la Gauchetières Ouest, 5e étage",Montréal,H3B 3B5,,,M E M E,,,,,,,,,,704.10,35.21,70.23,809.54,809.54,809.54,704.10,003709,2019/06/17,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,,0.00,0.00,,0.00,31900,2019/06/17,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
GESTION-CL,GESTION CLAUDE BARIL,"1500, rue Trudel",Shawinigan,G9N 0A2,,,M E M E,,,,,,,,,,104724.86,5236.24,10446.30,120407.40,120407.40,120407.40,104724.86,003710,2019/06/18,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019019,0.00,0.00,,0.00,31900,2019/06/18,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BOVIBEC---,BOVIBEC,"794, 2e Avenue",Ste-Anne de la Pérade,G0X 1J0,418-325-3451,,M E M E,,,,,,,,,,-3000.00,-150.00,-299.25,-3449.25,-3449.25,-3449.25,-3000.00,003711,2019/06/18,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000018040,0.00,0.00,,0.00,31900,2019/06/18,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CHAMBER-EL,CHAMBER ELECTRIQUE,"75, rue Cormier",Drummondville,J2C 8M5,,,M E M E,,,,,,,,,,1026.00,51.30,102.34,1179.64,1179.64,1179.64,1026.00,003712,2019/06/25,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,,0.00,0.00,,0.00,31900,2019/06/25,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
GESTION-CL,GESTION CLAUDE BARIL,"1500, rue Trudel",Shawinigan,G9N 0A2,,,M E M E,,,,,,,,,,1420.82,71.04,141.73,1633.59,1633.59,1633.59,1420.82,003713,2019/06/26,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019019,0.00,0.00,,0.00,31900,2019/06/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KORVETTE--,MAGASIN KORVETTE LTEE,"2325, boul. des Récollets",Trois-Rivières (Qc),G8Z 3X8,,,M E M E,,,,,,,,,,311.13,15.56,31.04,357.73,357.73,357.73,311.13,003714,2019/06/26,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,,0.00,0.00,,0.00,31900,2019/06/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
SOC-IMMOBI,SOCIETE IMMOBILIERE DU QUEBEC,"100, rue Laviolette",Trois-Rivières (Québec),G9A 5S9,,,M E M E,,,,,,,,,,406.25,20.31,40.52,467.08,467.08,467.08,406.25,003715,2019/06/26,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019022,0.00,0.00,,0.00,31900,2019/06/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
SOC-IMMOBI,SOCIETE IMMOBILIERE DU QUEBEC,"100, rue Laviolette",Trois-Rivières (Québec),G9A 5S9,,,M E M E,,,,,,,,,,406.25,20.31,40.52,467.08,467.08,467.08,406.25,003716,2019/06/26,TRUE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019022,0.00,0.00,,0.00,31900,2019/06/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
SOC-QUEB-I,SOCIETE QUEBECOISE DES INFRASTRUCTURES DU QC,"100, rue Laviolette, bureau RC-01",Trois-Rivières,G9A 5S9,,,M E M E,,,,,,,,,,442.75,22.14,44.16,509.05,509.05,509.05,442.75,003717,2019/06/26,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019022,0.00,0.00,,0.00,31900,2019/06/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
SOC-QUEB-I,SOCIETE QUEBECOISE DES INFRASTRUCTURES DU QC,"100, rue Laviolette, bureau RC-01",Trois-Rivières,G9A 5S9,,,M E M E,,,,,,,,,,647.25,32.36,64.56,744.17,744.17,744.17,647.25,003718,2019/06/26,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019022,0.00,0.00,,0.00,31900,2019/06/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
VILLAGE-KA,VILLAGE KAPI-BOUSKA,"661, rue Notre-Dame",St-Tite-,G0X 3H0,,,M E M E,,,,,,,,,,144.00,7.20,14.36,165.56,165.56,165.56,144.00,003719,2019/06/28,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019020,0.00,0.00,,0.00,31900,2019/06/28,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
A-LA-FUT--,BRASSERIE A LA FUT,"670, rue Notre-Dame",St-Tite,G0X 3H0,418-365-4370,,M E M E,,,,,,,,,,19764.00,988.20,1971.46,22723.66,22723.66,22723.66,19764.00,003720,2019/06/28,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019020,0.00,0.00,,0.00,31900,2019/06/28,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BNC-------,BANQUE NATIONALE,"700, de la Gauchetières Ouest, 5e étage",Montréal,H3B 3B5,,,M E M E,,,,,,,,,,309181.20,15459.06,30840.82,355481.08,319932.97,355481.08,309181.20,003721,2019/06/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,3084.08,0.00,1545.91,0000019018,30918.12,35548.11,,0.00,31900,2019/06/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
VILLE-ST-T,VILLE DE ST-TITE,"540, rue Notre-Dame",St-Tite (Québec),G0X 3H0,,,M E M E,,,,,,,,,,932481.45,46624.07,93015.02,1072120.54,964908.48,1072120.54,932481.45,003722,2019/06/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,9301.50,0.00,4662.41,0000019008,93248.15,107212.06,,0.00,31900,2019/06/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
OFFICE-T-R,OFFICE MUN. D'HABITATION TROIS-RIVIERES,"660, rue Hertel",Trois-Rivières,G9A 1G8,819-378-5438,,M E M E,,,,,,,,,,27309.25,1365.46,2724.10,31398.81,31398.81,31398.81,27309.25,003724,2019/06/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000018022,0.00,0.00,,0.00,31900,2019/06/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
OFFICE-T-R,OFFICE MUN. D'HABITATION TROIS-RIVIERES,"660, rue Hertel",Trois-Rivières,G9A 1G8,819-378-5438,,M E M E,,,,,,,,,,39450.63,1972.53,3935.20,45358.36,45358.36,45358.36,39450.63,003726,2019/06/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000018014,0.00,0.00,,0.00,31900,2019/06/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
D-MARCHAND,CENTRE DENTAIRE DORIS MARCHAND,"494, rue Notre-Dame",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,1787.94,89.40,178.35,2055.69,2055.69,2055.69,1787.94,003727,2019/06/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019012,0.00,0.00,,0.00,31900,2019/06/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KORVETTE--,MAGASIN KORVETTE LTEE,"2325, boul. des Récollets",Trois-Rivières (Qc),G8Z 3X8,,,M E M E,,,,,,,,,,311.13,15.56,31.04,357.73,357.73,357.73,311.13,003728,2019/06/30,TRUE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,,0.00,0.00,,0.00,31900,2019/06/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
GESTION-CL,GESTION CLAUDE BARIL,"1500, rue Trudel",Shawinigan,G9N 0A2,819-247-1309,,M E M E,,,,,,,,,,311.13,15.56,31.04,357.73,357.73,357.73,311.13,003729,2019/06/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019019,0.00,0.00,,0.00,31900,2019/06/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
